,human_symbol,human_ensembl,human_entrez,mouse_symbol,mouse_ensembl,mouse_entrez
16936,MRGPRX1,ENSG00000170255,259249,Mrgpra3,ENSMUSG00000078698,233222
16937,MRGPRX1,ENSG00000170255,124906949,Mrgpra3,ENSMUSG00000078698,233222
16938,MRGPRX1,ENSG00000170255,259249,Mrgprb1,ENSMUSG00000070547,233231
16939,MRGPRX1,ENSG00000170255,124906949,Mrgprb1,ENSMUSG00000070547,233231
16940,MRGPRX1,ENSG00000170255,259249,Mrgpra6,ENSMUSG00000052303,381886
16941,MRGPRX1,ENSG00000170255,124906949,Mrgpra6,ENSMUSG00000052303,381886
16942,MRGPRX1,ENSG00000170255,259249,Mrgprb4,ENSMUSG00000070550,233230
16943,MRGPRX1,ENSG00000170255,124906949,Mrgprb4,ENSMUSG00000070550,233230
16944,MRGPRX1,ENSG00000170255,259249,Mrgpra2a,ENSMUSG00000093973,668727
16945,MRGPRX1,ENSG00000170255,124906949,Mrgpra2a,ENSMUSG00000093973,668727
16946,MRGPRX1,ENSG00000170255,259249,Mrgpra2b,ENSMUSG00000096719,235712
16947,MRGPRX1,ENSG00000170255,124906949,Mrgpra2b,ENSMUSG00000096719,235712
16948,MRGPRX1,ENSG00000170255,259249,Mrgpra4,ENSMUSG00000067173,235854
16949,MRGPRX1,ENSG00000170255,124906949,Mrgpra4,ENSMUSG00000067173,235854
16950,MRGPRX1,ENSG00000170255,259249,Mrgprb5,ENSMUSG00000070551,404239
16951,MRGPRX1,ENSG00000170255,124906949,Mrgprb5,ENSMUSG00000070551,404239
16952,MRGPRX1,ENSG00000170255,259249,Mrgprb3,ENSMUSG00000070546,404238
16953,MRGPRX1,ENSG00000170255,124906949,Mrgprb3,ENSMUSG00000070546,404238
16954,MRGPRX1,ENSG00000170255,259249,Mrgprb8,ENSMUSG00000050870,404240
16955,MRGPRX1,ENSG00000170255,124906949,Mrgprb8,ENSMUSG00000050870,404240
16956,LONRF2,ENSG00000170500,164832,Lonrf2,ENSMUSG00000048814,381338
16957,TRH,ENSG00000170893,7200,Trh,ENSMUSG00000005892,22044
16958,GIMAP8,ENSG00000171115,155038,Gimap8,ENSMUSG00000064262,243374
16959,TMEM126B,ENSG00000171204,55863,Tmem126b,ENSMUSG00000030614,68472
16960,RSL1D1,ENSG00000171490,26156,Rsl1d1,ENSMUSG00000005846,66409
16961,LKAAEAR1,ENSG00000171695,198437,Lkaaear1,ENSMUSG00000045794,277496
16962,NINJ2,ENSG00000171840,4815,Ninj2,ENSMUSG00000041377,29862
16963,IFNB1,ENSG00000171855,3456,Ifnb1,ENSMUSG00000048806,15977
16964,CLEC7A,ENSG00000172243,64581,Clec7a,ENSMUSG00000079293,56644
16965,IQCF1,ENSG00000173389,132141,Iqcf1,ENSMUSG00000066383,74267
16966,HSPB7,ENSG00000173641,27129,Hspb7,ENSMUSG00000006221,29818
16967,C11orf80,ENSG00000173715,79703,Gm960,ENSMUSG00000071691,381196
16968,HAP1,ENSG00000173805,9001,Hap1,ENSMUSG00000006930,15114
16969,LRRC63,ENSG00000173988,220416,Lrrc63,ENSMUSG00000021997,70859
16970,GCSAM,ENSG00000174500,257144,Gcsam,ENSMUSG00000022659,14525
16971,CATSPERD,ENSG00000174898,257062,Catsperd,ENSMUSG00000040828,106757
16972,PHYHD1,ENSG00000175287,254295,Phyhd1,ENSMUSG00000079484,227696
16973,GAPT,ENSG00000175857,202309,Gapt,ENSMUSG00000046006,238875
16974,C11orf16,ENSG00000176029,56673,BC051019,ENSMUSG00000031022,57355
16975,CRYBG2,ENSG00000176092,55057,Crybg2,ENSMUSG00000012123,230806
16976,ENTHD1,ENSG00000176177,150350,Enthd1,ENSMUSG00000050439,383075
16977,CNBD1,ENSG00000176571,168975,Cnbd1,ENSMUSG00000073991,435772
16978,EFCAB5,ENSG00000176927,374786,Efcab5,ENSMUSG00000050944,319634
16979,TRIM60,ENSG00000176979,166655,Trim60,ENSMUSG00000053490,234329
16980,GJD4,ENSG00000177291,219770,Gjd4,ENSMUSG00000036855,225152
16981,ERICH5,ENSG00000177459,203111,Erich5,ENSMUSG00000044726,239368
16982,RBM44,ENSG00000177483,375316,Rbm44,ENSMUSG00000070732,329207
16983,C2orf73,ENSG00000177994,129852,4930505A04Rik,ENSMUSG00000040919,75087
16984,PRSS42P,ENSG00000178055,339906,Prss42,ENSMUSG00000044664,235628
16985,GRAMD1C,ENSG00000178075,54762,Gramd1c,ENSMUSG00000036292,207798
16986,RNF212,ENSG00000178222,285498,Rnf212,ENSMUSG00000055385,671564
16987,CCDC185,ENSG00000178395,164127,Ccdc185,ENSMUSG00000043429,433386
16988,GTPBP6,ENSG00000178605,8225,Gtpbp6,ENSMUSG00000033434,107999
16989,ZFP42,ENSG00000179059,132625,Zfp42,ENSMUSG00000051176,22702
16990,DAND5,ENSG00000179284,199699,Dand5,ENSMUSG00000053226,23863
16991,FAM156B,ENSG00000179304,727866,Tmem29,ENSMUSG00000041353,382245
16992,FAM216B,ENSG00000179813,144809,Fam216b,ENSMUSG00000045655,219170
16993,MRGPRX4,ENSG00000179817,117196,Mrgprx1,ENSMUSG00000070552,404242
16994,MRGPRX4,ENSG00000179817,117196,Mrgpra9,ENSMUSG00000074111,668725
16995,MRGPRX4,ENSG00000179817,117196,Mrgprx2,ENSMUSG00000074109,243978
16996,MRGPRX4,ENSG00000179817,117196,Mrgprb2,ENSMUSG00000050425,243979
16997,MRGPRX4,ENSG00000179817,117196,Mrgpra3,ENSMUSG00000078698,233222
16998,MRGPRX4,ENSG00000179817,117196,Mrgpra1,ENSMUSG00000050650,233221
16999,MRGPRX4,ENSG00000179817,117196,Mrgpra2a,ENSMUSG00000093973,668727
17000,MRGPRX4,ENSG00000179817,117196,Mrgpra2b,ENSMUSG00000096719,235712
17001,MRGPRX4,ENSG00000179817,117196,Mrgprb1,ENSMUSG00000070547,233231
17002,MRGPRX4,ENSG00000179817,117196,Mrgpra6,ENSMUSG00000052303,381886
17003,MRGPRX4,ENSG00000179817,117196,Mrgprb4,ENSMUSG00000070550,233230
17004,MRGPRX4,ENSG00000179817,117196,Mrgpra4,ENSMUSG00000067173,235854
17005,MRGPRX4,ENSG00000179817,117196,Mrgprb5,ENSMUSG00000070551,404239
17006,MRGPRX4,ENSG00000179817,117196,Mrgprb8,ENSMUSG00000050870,404240
17007,MRGPRX4,ENSG00000179817,117196,Mrgprb3,ENSMUSG00000070546,404238
17008,MRGPRX3,ENSG00000179826,117195,Mrgprx1,ENSMUSG00000070552,404242
17009,MRGPRX3,ENSG00000179826,117195,Mrgprx2,ENSMUSG00000074109,243978
17010,MRGPRX3,ENSG00000179826,117195,Mrgpra3,ENSMUSG00000078698,233222
17011,MRGPRX3,ENSG00000179826,117195,Mrgpra1,ENSMUSG00000050650,233221
17012,MRGPRX3,ENSG00000179826,117195,Mrgpra9,ENSMUSG00000074111,668725
17013,MRGPRX3,ENSG00000179826,117195,Mrgpra6,ENSMUSG00000052303,381886
17014,MRGPRX3,ENSG00000179826,117195,Mrgprb2,ENSMUSG00000050425,243979
17015,MRGPRX3,ENSG00000179826,117195,Mrgprb1,ENSMUSG00000070547,233231
17016,MRGPRX3,ENSG00000179826,117195,Mrgpra4,ENSMUSG00000067173,235854
17017,MRGPRX3,ENSG00000179826,117195,Mrgprb4,ENSMUSG00000070550,233230
17018,MRGPRX3,ENSG00000179826,117195,Mrgpra2a,ENSMUSG00000093973,668727
17019,MRGPRX3,ENSG00000179826,117195,Mrgpra2b,ENSMUSG00000096719,235712
17020,MRGPRX3,ENSG00000179826,117195,Mrgprb5,ENSMUSG00000070551,404239
17021,MRGPRX3,ENSG00000179826,117195,Mrgprb3,ENSMUSG00000070546,404238
17022,MRGPRX3,ENSG00000179826,117195,Mrgprb8,ENSMUSG00000050870,404240
17023,C12orf40,ENSG00000180116,283461,CN725425,ENSMUSG00000078932,545126
17024,WFDC9,ENSG00000180205,259240,Wfdc9,ENSMUSG00000074594,629754
17025,ITPRID1,ENSG00000180347,223075,Itprid1,ENSMUSG00000037973,232016
17026,C11orf71,ENSG00000180425,54494,Gm5617,ENSMUSG00000042293,434402
17027,ACBD4,ENSG00000181513,79777,Acbd4,ENSMUSG00000056938,<NA>
17028,EDDM3B,ENSG00000181552,64184,Eddm3b,ENSMUSG00000072575,219026
17029,EDDM3A,ENSG00000181562,10876,Eddm3b,ENSMUSG00000072575,219026
17030,PHLDA2,ENSG00000181649,7262,Phlda2,ENSMUSG00000010760,22113
17031,TNRC18,ENSG00000182095,84629,Tnrc18,ENSMUSG00000039477,231861
17032,RAD51B,ENSG00000182185,5890,Rad51b,ENSMUSG00000059060,19363
17033,IZUMO1,ENSG00000182264,284359,Izumo1,ENSMUSG00000064158,73456
17034,KIAA2012,ENSG00000182329,100652824,Gm973,ENSMUSG00000047361,381260
17035,TEX19,ENSG00000182459,400629,Tex19.2,ENSMUSG00000039337,70956
17036,TEX19,ENSG00000182459,400629,Tex19.1,ENSMUSG00000039329,73679
17037,TSPAN10,ENSG00000182612,83882,Tspan10,ENSMUSG00000039691,208634
17038,BRICD5,ENSG00000182685,283870,Bricd5,ENSMUSG00000045744,319259
17039,C12orf60,ENSG00000182993,144608,BC049715,ENSMUSG00000047515,320135
17040,NAA38,ENSG00000183011,84316,Naa38,ENSMUSG00000059278,78304
17041,LYSMD4,ENSG00000183060,145748,Lysmd4,ENSMUSG00000043831,75099
17042,RIPPLY3,ENSG00000183145,53820,Ripply3,ENSMUSG00000022941,170765
17043,DAZAP2,ENSG00000183283,9802,Dazap2,ENSMUSG00000000346,23994
17044,BOLA2,ENSG00000183336,552900,Bola2,ENSMUSG00000047721,66162
17045,PRR14L,ENSG00000183530,253143,Prr14l,ENSMUSG00000054280,215476
17046,C10orf120,ENSG00000183559,399814,4933402N03Rik,ENSMUSG00000013668,233918
17047,PRR32,ENSG00000183631,100130613,Prr32,ENSMUSG00000037086,68800
17048,MRGPRX2,ENSG00000183695,117194,Mrgprx2,ENSMUSG00000074109,243978
17049,MRGPRX2,ENSG00000183695,117194,Mrgprb1,ENSMUSG00000070547,233231
17050,MRGPRX2,ENSG00000183695,117194,Mrgpra1,ENSMUSG00000050650,233221
17051,MRGPRX2,ENSG00000183695,117194,Mrgprb2,ENSMUSG00000050425,243979
17052,MRGPRX2,ENSG00000183695,117194,Mrgpra3,ENSMUSG00000078698,233222
17053,MRGPRX2,ENSG00000183695,117194,Mrgpra9,ENSMUSG00000074111,668725
17054,MRGPRX2,ENSG00000183695,117194,Mrgprx1,ENSMUSG00000070552,404242
17055,MRGPRX2,ENSG00000183695,117194,Mrgpra4,ENSMUSG00000067173,235854
17056,MRGPRX2,ENSG00000183695,117194,Mrgprb4,ENSMUSG00000070550,233230
17057,MRGPRX2,ENSG00000183695,117194,Mrgpra6,ENSMUSG00000052303,381886
17058,MRGPRX2,ENSG00000183695,117194,Mrgpra2a,ENSMUSG00000093973,668727
17059,MRGPRX2,ENSG00000183695,117194,Mrgpra2b,ENSMUSG00000096719,235712
17060,MRGPRX2,ENSG00000183695,117194,Mrgprb5,ENSMUSG00000070551,404239
17061,MRGPRX2,ENSG00000183695,117194,Mrgprb8,ENSMUSG00000050870,404240
17062,MRGPRX2,ENSG00000183695,117194,Mrgprb3,ENSMUSG00000070546,404238
17063,NPW,ENSG00000183971,283869,Npw,ENSMUSG00000071230,381073
17064,NPB,ENSG00000183979,256933,Npb,ENSMUSG00000044034,208990
17065,WDR27,ENSG00000184465,253769,Wdr27,ENSMUSG00000046991,71682
17066,C6orf58,ENSG00000184530,352999,2310057J18Rik,ENSMUSG00000015519,67719
17067,PRSS55,ENSG00000184647,203074,Prss55,ENSMUSG00000034623,71037
17068,CDCA2,ENSG00000184661,157313,Cdca2,ENSMUSG00000048922,108912
17069,RBM43,ENSG00000184898,375287,Rbm43,ENSMUSG00000036249,71684
17070,LCN12,ENSG00000184925,286256,Lcn12,ENSMUSG00000026943,77701
17071,IFNE,ENSG00000184995,338376,Ifne,ENSMUSG00000045364,230405
17072,LMNTD2,ENSG00000185522,256329,Lmntd2,ENSMUSG00000025500,72000
17073,C6orf201,ENSG00000185689,<NA>,4933417A18Rik,ENSMUSG00000021415,<NA>
17074,CCDC190,ENSG00000185860,339512,Ccdc190,ENSMUSG00000070532,78465
17075,DEFB128,ENSG00000185982,245939,Defb20,ENSMUSG00000049560,319579
17076,CD300LF,ENSG00000186074,146722,Cd300lf,ENSMUSG00000047798,246746
17077,CD300LF,ENSG00000186074,146722,Cd300ld,ENSMUSG00000034641,217305
17078,CD300LF,ENSG00000186074,146722,Cd300ld2,ENSMUSG00000089753,629970
17079,CD300LF,ENSG00000186074,146722,Cd300ld5,ENSMUSG00000089722,100043125
17080,CD300LF,ENSG00000186074,146722,Cd300ld4,ENSMUSG00000069609,100043123
17081,CD300LF,ENSG00000186074,146722,Cd300ld3,ENSMUSG00000069607,382551
17082,PRR30,ENSG00000186143,339779,Prr30,ENSMUSG00000042888,76627
17083,DEFB131A,ENSG00000186146,644414,Defb43,ENSMUSG00000075572,654458
17084,BTLA,ENSG00000186265,151888,Btla,ENSMUSG00000052013,208154
17085,CD300E,ENSG00000186407,342510,Cd300e,ENSMUSG00000048498,217306
17086,OR6P1,ENSG00000186440,128366,Olfr220,ENSMUSG00000066671,<NA>
17087,SPATC1,ENSG00000186583,375686,Spatc1,ENSMUSG00000049653,74281
17088,CFAP73,ENSG00000186710,387885,Cfap73,ENSMUSG00000094282,546886
17089,MAPT,ENSG00000186868,4137,Mapt,ENSMUSG00000018411,17762
17090,KRTAP15-1,ENSG00000186970,254950,Krtap15,ENSMUSG00000022931,26560
17091,WDR86,ENSG00000187260,349136,Wdr86,ENSMUSG00000055235,269633
17092,FPR3,ENSG00000187474,2359,Fpr-rs3,ENSMUSG00000060701,14290
17093,FPR3,ENSG00000187474,2359,Fpr-rs4,ENSMUSG00000048062,14291
17094,FPR3,ENSG00000187474,2359,Fpr-rs7,ENSMUSG00000071276,321021
17095,FPR3,ENSG00000187474,2359,Fpr-rs6,ENSMUSG00000071275,321020
17096,PERM1,ENSG00000187642,84808,Perm1,ENSMUSG00000078486,74183
17097,C5orf52,ENSG00000187658,100190949,4921536K21Rik,ENSMUSG00000020434,67430
17098,DIPK1C,ENSG00000187773,125704,Dipk1c,ENSMUSG00000047992,240479
17099,PALM3,ENSG00000187867,342979,Palm3,ENSMUSG00000047986,74337
17100,RUFY4,ENSG00000188282,285180,Rufy4,ENSMUSG00000061815,435626
17101,BSPH1,ENSG00000188334,100131137,Bsph1,ENSMUSG00000074378,330470
17102,C10orf99,ENSG00000188373,<NA>,2610528A11Rik,ENSMUSG00000096001,<NA>
17103,KRTAP1-1,ENSG00000188581,81851,Krtap1-5,ENSMUSG00000047253,69664
17104,SLX4,ENSG00000188827,84464,Slx4,ENSMUSG00000039738,52864
17105,SBSN,ENSG00000189001,374897,Sbsn,ENSMUSG00000046056,282619
17106,MAGEB16,ENSG00000189023,139604,Mageb16,ENSMUSG00000046942,71967
17107,PRSS48,ENSG00000189099,345062,Prss48,ENSMUSG00000049013,368202
17108,FOXR2,ENSG00000189299,139628,Foxr2,ENSMUSG00000071665,436240
17109,KIAA0408,ENSG00000189367,9729,9330159F19Rik,ENSMUSG00000004360,212448
17110,ZNF724,ENSG00000196081,440519,Zfp738,ENSMUSG00000048280,408068
17111,ZNF724,ENSG00000196081,440519,Zfp457,ENSMUSG00000055341,431706
17112,ZNF724,ENSG00000196081,440519,Zfp953,ENSMUSG00000098905,629016
17113,SFTA2,ENSG00000196260,389376,Sfta2,ENSMUSG00000090509,433102
17114,GIMAP5,ENSG00000196329,55340,Gimap3,ENSMUSG00000039264,83408
17115,GIMAP5,ENSG00000196329,55340,Gimap5,ENSMUSG00000043505,317757
17116,PPP1R26,ENSG00000196422,9858,Ppp1r26,ENSMUSG00000035829,241289
17117,C20orf96,ENSG00000196476,140680,6820408C15Rik,ENSMUSG00000032680,228778
17118,NACA,ENSG00000196531,4666,Naca,ENSMUSG00000061315,17938
17119,VKORC1L1,ENSG00000196715,154807,Vkorc1l1,ENSMUSG00000066735,69568
17120,LAGE3,ENSG00000196976,8270,Lage3,ENSMUSG00000015289,66192
17121,ZNF420,ENSG00000197050,147923,Zfp780b,ENSMUSG00000063047,338354
17122,ZMYM1,ENSG00000197056,79830,Zmym1,ENSMUSG00000043872,68310
17123,ZNF682,ENSG00000197124,91120,Zfp738,ENSMUSG00000048280,408068
17124,ZNF682,ENSG00000197124,91120,Zfp457,ENSMUSG00000055341,431706
17125,ZNF682,ENSG00000197124,91120,Zfp953,ENSMUSG00000098905,629016
17126,NEK5,ENSG00000197168,341676,Nek5,ENSMUSG00000037738,330721
17127,ZNF665,ENSG00000197497,79788,Zfp160,ENSMUSG00000067942,224585
17128,KRTAP26-1,ENSG00000197683,388818,Krtap26-1,ENSMUSG00000071471,69533
17129,ZNF121,ENSG00000197961,7675,Zfp560,ENSMUSG00000045519,434377
17130,HMGN5,ENSG00000198157,79366,Hmgn5,ENSMUSG00000031245,50887
17131,PHETA1,ENSG00000198324,144717,Pheta1,ENSMUSG00000044134,231717
17132,NUDT16,ENSG00000198585,131870,Nudt16,ENSMUSG00000032565,75686
17133,NUDT16,ENSG00000198585,131870,Nudt16l2,ENSMUSG00000032566,73532
17134,MT-ND6,ENSG00000198695,4541,mt-Nd6,ENSMUSG00000064368,17722
17135,ALPK2,ENSG00000198796,115701,Alpk2,ENSMUSG00000032845,225638
17136,PNMA5,ENSG00000198883,114824,Pnma5,ENSMUSG00000050424,385377
17137,C1orf185,ENSG00000204006,284546,4930522H14Rik,ENSMUSG00000060491,67646
17138,TMEM273,ENSG00000204161,170371,Tmem273,ENSMUSG00000041707,69069
17139,CXorf65,ENSG00000204165,158830,Gm614,ENSMUSG00000090141,245536
17140,C6orf136,ENSG00000204564,221545,2310061I04Rik,ENSMUSG00000050705,69662
17141,LILRB3,ENSG00000204577,11025,Pirb,ENSMUSG00000058818,18733
17142,LILRB3,ENSG00000204577,102725035,Pirb,ENSMUSG00000058818,18733
17143,LILRB3,ENSG00000204577,107987425,Pirb,ENSMUSG00000058818,18733
17144,LILRB3,ENSG00000204577,107987462,Pirb,ENSMUSG00000058818,18733
17145,LILRB3,ENSG00000204577,11025,Pira2,ENSMUSG00000089942,18725
17146,LILRB3,ENSG00000204577,102725035,Pira2,ENSMUSG00000089942,18725
17147,LILRB3,ENSG00000204577,107987425,Pira2,ENSMUSG00000089942,18725
17148,LILRB3,ENSG00000204577,107987462,Pira2,ENSMUSG00000089942,18725
17149,LILRB3,ENSG00000204577,11025,Lilra6,ENSMUSG00000030427,18726
17150,LILRB3,ENSG00000204577,102725035,Lilra6,ENSMUSG00000030427,18726
17151,LILRB3,ENSG00000204577,107987425,Lilra6,ENSMUSG00000030427,18726
17152,LILRB3,ENSG00000204577,107987462,Lilra6,ENSMUSG00000030427,18726
17153,LILRB3,ENSG00000204577,11025,Gm49339,ENSMUSG00000062593,<NA>
17154,LILRB3,ENSG00000204577,102725035,Gm49339,ENSMUSG00000062593,<NA>
17155,LILRB3,ENSG00000204577,107987425,Gm49339,ENSMUSG00000062593,<NA>
17156,LILRB3,ENSG00000204577,107987462,Gm49339,ENSMUSG00000062593,<NA>
17157,LILRB3,ENSG00000204577,11025,Lilra5,ENSMUSG00000070873,232801
17158,LILRB3,ENSG00000204577,102725035,Lilra5,ENSMUSG00000070873,232801
17159,LILRB3,ENSG00000204577,107987425,Lilra5,ENSMUSG00000070873,232801
17160,LILRB3,ENSG00000204577,107987462,Lilra5,ENSMUSG00000070873,232801
17161,CBY3,ENSG00000204659,646019,Cby3,ENSMUSG00000050087,76653
17162,FAM221B,ENSG00000204930,392307,Fam221b,ENSMUSG00000043633,242408
17163,CD177,ENSG00000204936,57126,Cd177,ENSMUSG00000052212,68891
17164,SYCE1L,ENSG00000205078,100130958,Syce1l,ENSMUSG00000033409,668110
17165,ACCSL,ENSG00000205126,390110,Accsl,ENSMUSG00000075023,381411
17166,CYS1,ENSG00000205795,192668,Cys1,ENSMUSG00000062563,12879
17167,DEFB136,ENSG00000205884,613210,Defb42,ENSMUSG00000054763,619548
17168,KRTAP27-1,ENSG00000206107,643812,Krtap27-1,ENSMUSG00000090515,239933
17169,TAS2R50,ENSG00000212126,259296,Tas2r120,ENSMUSG00000059382,387348
17170,TAS2R50,ENSG00000212126,259296,Tas2r136,ENSMUSG00000053217,353165
17171,TAS2R14,ENSG00000212127,50840,Tas2r125,ENSMUSG00000059410,387352
17172,TAS2R14,ENSG00000212127,106707243,Tas2r125,ENSMUSG00000059410,387352
17173,TAS2R14,ENSG00000212127,50840,Tas2r116,ENSMUSG00000030194,112408
17174,TAS2R14,ENSG00000212127,106707243,Tas2r116,ENSMUSG00000030194,112408
17175,TAS2R14,ENSG00000212127,50840,Tas2r140,ENSMUSG00000071147,387616
17176,TAS2R14,ENSG00000212127,106707243,Tas2r140,ENSMUSG00000071147,387616
17177,TAS2R14,ENSG00000212127,50840,Tas2r113,ENSMUSG00000056926,387345
17178,TAS2R14,ENSG00000212127,106707243,Tas2r113,ENSMUSG00000056926,387345
17179,TAS2R14,ENSG00000212127,50840,Tas2r103,ENSMUSG00000030196,667992
17180,TAS2R14,ENSG00000212127,106707243,Tas2r103,ENSMUSG00000030196,667992
17181,TAS2R14,ENSG00000212127,50840,Tas2r123,ENSMUSG00000057381,353167
17182,TAS2R14,ENSG00000212127,106707243,Tas2r123,ENSMUSG00000057381,353167
17183,TAS2R14,ENSG00000212127,50840,Tas2r110,ENSMUSG00000062952,387344
17184,TAS2R14,ENSG00000212127,106707243,Tas2r110,ENSMUSG00000062952,387344
17185,TAS2R14,ENSG00000212127,50840,Tas2r115,ENSMUSG00000071149,353325
17186,TAS2R14,ENSG00000212127,106707243,Tas2r115,ENSMUSG00000071149,353325
17187,TAS2R14,ENSG00000212127,50840,Tas2r109,ENSMUSG00000062528,387343
17188,TAS2R14,ENSG00000212127,106707243,Tas2r109,ENSMUSG00000062528,387343
17189,TAS2R14,ENSG00000212127,50840,Tas2r129,ENSMUSG00000063762,387354
17190,TAS2R14,ENSG00000212127,106707243,Tas2r129,ENSMUSG00000063762,387354
17191,TAS2R14,ENSG00000212127,50840,Tas2r117,ENSMUSG00000058349,353166
17192,TAS2R14,ENSG00000212127,106707243,Tas2r117,ENSMUSG00000058349,353166
17193,KRTAP29-1,ENSG00000212658,100533177,Krtap29-1,ENSMUSG00000078254,100462664
17194,CEACAM18,ENSG00000213822,729767,Ceacam18,ENSMUSG00000030472,72431
17195,IQCJ,ENSG00000214216,654502,Iqcj,ENSMUSG00000051777,208426
17196,SPINK13,ENSG00000214510,153218,Spink13,ENSMUSG00000073551,100038417
17197,NOTO,ENSG00000214513,344022,Noto,ENSMUSG00000068302,384452
17198,DEFB113,ENSG00000214642,245927,Defb18,ENSMUSG00000073735,654460
17199,DEFB115,ENSG00000215547,245929,Defb28,ENSMUSG00000074679,545475
17200,RSC1A1,ENSG00000215695,6248,Rsc1a1,ENSMUSG00000040715,69994
17201,RSC1A1,ENSG00000215695,6248,Ddi2,ENSMUSG00000078515,68817
17202,RPTN,ENSG00000215853,126638,Rptn,ENSMUSG00000041984,20129
17203,FAM228B,ENSG00000219626,375190,Fam228b,ENSMUSG00000050545,207921
17204,ZGLP1,ENSG00000220201,100125288,Zglp1,ENSMUSG00000079681,100009600
17205,C6orf226,ENSG00000221821,441150,2310039H08Rik,ENSMUSG00000062619,67101
17206,KRTAP1-5,ENSG00000221852,83895,Krtap1-5,ENSMUSG00000047253,69664
17207,RFPL4A,ENSG00000223638,342931,Rfpl4,ENSMUSG00000035191,192658
17208,APOC4-APOC2,ENSG00000224916,<NA>,Apoc4,ENSMUSG00000074336,11425
17209,TEX22,ENSG00000226174,647310,Tex22,ENSMUSG00000012211,75671
17210,VN1R4,ENSG00000228567,317703,Vmn1r237,ENSMUSG00000058030,171234
17211,VN1R4,ENSG00000228567,317703,Vmn1r234,ENSMUSG00000057203,171232
17212,VN1R4,ENSG00000228567,317703,Vmn1r236,ENSMUSG00000054142,171235
17213,VN1R4,ENSG00000228567,317703,Vmn1r233,ENSMUSG00000045575,171236
17214,VN1R4,ENSG00000228567,317703,Vmn1r235,ENSMUSG00000050102,171233
17215,SAPCD1,ENSG00000228727,401251,Sapcd1,ENSMUSG00000036185,78376
17216,RFPL4AL1,ENSG00000229292,729974,Rfpl4,ENSMUSG00000035191,192658
17217,SPINK8,ENSG00000229453,646424,Spink8,ENSMUSG00000050074,78709
17218,ZNF736,ENSG00000234444,728927,Zfp738,ENSMUSG00000048280,408068
17219,ZNF736,ENSG00000234444,728927,Zfp457,ENSMUSG00000055341,431706
17220,ZNF736,ENSG00000234444,728927,Zfp953,ENSMUSG00000098905,629016
17221,PINLYP,ENSG00000234465,390940,Pinlyp,ENSMUSG00000011632,641361
17222,TAS2R39,ENSG00000236398,259285,Tas2r139,ENSMUSG00000047102,353148
17223,C4orf51,ENSG00000237136,646603,1700011L22Rik,ENSMUSG00000031682,67687
17224,IRGM,ENSG00000237693,345611,Irgm1,ENSMUSG00000046879,15944
17225,IRGM,ENSG00000237693,345611,Irgm2,ENSMUSG00000069874,54396
17226,IRGM,ENSG00000237693,345611,Igtp,ENSMUSG00000078853,16145
17227,TEX35,ENSG00000240021,84066,Tex35,ENSMUSG00000026592,73435
17228,CORT,ENSG00000241563,1325,Cort,ENSMUSG00000028971,12854
17229,C22orf39,ENSG00000242259,128977,2510002D24Rik,ENSMUSG00000071632,72307
17230,KRTAP10-11,ENSG00000243489,386678,Gm19402,ENSMUSG00000095970,100502831
17231,KRTAP10-11,ENSG00000243489,386678,Gm7137,ENSMUSG00000095721,634504
17232,KRTAP10-11,ENSG00000243489,386678,Gm3233,ENSMUSG00000094120,100041250
17233,KRTAP10-11,ENSG00000243489,386678,Gm3250,ENSMUSG00000096481,100041281
17234,KRTAP10-11,ENSG00000243489,386678,Gm7138,ENSMUSG00000095593,102640500
17235,KRTAP10-11,ENSG00000243489,386678,Gm19668,ENSMUSG00000096380,100503388
17236,KRTAP10-11,ENSG00000243489,386678,Gm9639,ENSMUSG00000096131,675294
17237,KRTAP10-11,ENSG00000243489,386678,Gm9507,ENSMUSG00000094913,670880
17238,KRTAP10-11,ENSG00000243489,386678,Gm10318,ENSMUSG00000071195,622629
17239,KRTAP10-11,ENSG00000243489,386678,Gm3238,ENSMUSG00000095817,100041261
17240,KRTAP10-11,ENSG00000243489,386678,Krtap4-16,ENSMUSG00000046474,435285
17241,KRTAP10-11,ENSG00000243489,386678,Gm10142,ENSMUSG00000094146,100502921
17242,KRTAP10-11,ENSG00000243489,386678,Krtap12-1,ENSMUSG00000069583,16694
17243,KRTAP10-11,ENSG00000243489,386678,Gm10100,ENSMUSG00000096421,100502953
17244,KRTAP10-11,ENSG00000243489,386678,Gm10024,ENSMUSG00000094012,100009614
17245,KRTAP10-11,ENSG00000243489,386678,Gm10272,ENSMUSG00000069584,16697
17246,DBNDD2,ENSG00000244274,55861,Dbndd2,ENSMUSG00000017734,52840
17247,LILRA6,ENSG00000244482,79168,Pirb,ENSMUSG00000058818,18733
17248,LILRA6,ENSG00000244482,79168,Pira2,ENSMUSG00000089942,18725
17249,LILRA6,ENSG00000244482,79168,Lilra6,ENSMUSG00000030427,18726
17250,LILRA6,ENSG00000244482,79168,Gm49339,ENSMUSG00000062593,<NA>
17251,LILRA6,ENSG00000244482,79168,Lilra5,ENSMUSG00000070873,232801
17252,THEGL,ENSG00000249693,100506564,Thegl,ENSMUSG00000029248,71868
17253,ECSCR,ENSG00000249751,641700,Ecscr,ENSMUSG00000073599,68545
17254,ARPIN-AP3S2,ENSG00000250021,100526783,Arpin,ENSMUSG00000039043,70420
