,mouse_symbol,mouse_ensembl,mouse_entrez,human_symbol,human_ensembl,human_entrez
16225,Xrra1,ENSMUSG00000035211,446101,XRRA1,ENSG00000166435,143570
16226,Rims4,ENSMUSG00000035226,241770,RIMS4,ENSG00000101098,140730
16227,Abraxas1,ENSMUSG00000035234,70681,ABRAXAS1,ENSG00000163322,84142
16228,Neu3,ENSMUSG00000035239,50877,NEU3,ENSG00000162139,10825
16229,Oaz1,ENSMUSG00000035242,18245,OAZ1,ENSG00000104904,4946
16230,Helq,ENSMUSG00000035266,191578,HELQ,ENSG00000163312,113510
16231,G2e3,ENSMUSG00000035293,217558,G2E3,ENSG00000092140,55632
16232,Cops4,ENSMUSG00000035297,26891,COPS4,ENSG00000138663,51138
16233,Klhl35,ENSMUSG00000035298,72184,KLHL35,ENSG00000149243,283212
16234,Sec31a,ENSMUSG00000035325,69162,SEC31A,ENSG00000138674,22872
16235,Uvrag,ENSMUSG00000035354,78610,UVRAG,ENSG00000198382,7405
16236,Kcnh4,ENSMUSG00000035355,380728,KCNH4,ENSG00000089558,23415
16237,Nfkbiz,ENSMUSG00000035356,80859,NFKBIZ,ENSG00000144802,64332
16238,Hacd2,ENSMUSG00000035376,70757,HACD2,ENSG00000206527,201562
16239,Klf16,ENSMUSG00000035397,118445,KLF16,ENSG00000129911,83855
16240,Galm,ENSMUSG00000035473,319625,GALM,ENSG00000143891,130589
16241,Mbd3,ENSMUSG00000035478,17192,MBD3,ENSG00000071655,53615
16242,Plk5,ENSMUSG00000035486,216166,PLK5,ENSG00000185988,126520
16243,Tstd2,ENSMUSG00000035495,272027,TSTD2,ENSG00000136925,158427
16244,Tdrd7,ENSMUSG00000035517,100121,TDRD7,ENSG00000196116,23424
16245,Prdm4,ENSMUSG00000035529,72843,PRDM4,ENSG00000110851,11108
16246,Ccdc180,ENSMUSG00000035539,381522,CCDC180,ENSG00000197816,100499483
16247,Capn5,ENSMUSG00000035547,12337,CAPN5,ENSG00000149260,726
16248,Mpv17l2,ENSMUSG00000035559,234384,MPV17L2,ENSG00000254858,84769
16249,Ankrd11,ENSMUSG00000035569,77087,ANKRD11,ENSG00000167522,29123
16250,Utp6,ENSMUSG00000035575,216987,UTP6,ENSG00000108651,55813
16251,Gdpd4,ENSMUSG00000035582,233537,GDPD4,ENSG00000178795,220032
16252,Krt33a,ENSMUSG00000035592,71888,KRT33A,ENSG00000006059,3883
16253,Krt33a,ENSMUSG00000035592,71888,KRT34,ENSG00000131737,3885
16254,Ric8b,ENSMUSG00000035620,237422,RIC8B,ENSG00000111785,55188
16255,Midn,ENSMUSG00000035621,59090,MIDN,ENSG00000167470,90007
16256,Rsf1,ENSMUSG00000035623,233532,RSF1,ENSG00000048649,51773
16257,Cnot3,ENSMUSG00000035632,232791,CNOT3,ENSG00000088038,4849
16258,Muc20,ENSMUSG00000035638,224116,MUC20,ENSG00000176945,200958
16259,Zswim4,ENSMUSG00000035671,212168,ZSWIM4,ENSG00000132003,65249
16260,Sbno2,ENSMUSG00000035673,216161,SBNO2,ENSG00000064932,22904
16261,Tnfsf9,ENSMUSG00000035678,21950,TNFSF9,ENSG00000125657,8744
16262,Thrsp,ENSMUSG00000035686,21835,THRSP,ENSG00000151365,7069
16263,Slc51a,ENSMUSG00000035699,106407,SLC51A,ENSG00000163959,200931
16264,Alg8,ENSMUSG00000035704,381903,ALG8,ENSG00000159063,79053
16265,Abca7,ENSMUSG00000035722,27403,ABCA7,ENSG00000064687,10347
16266,Grin3b,ENSMUSG00000035745,170483,GRIN3B,ENSG00000116032,116444
16267,Selenoo,ENSMUSG00000035757,223776,SELENOO,ENSG00000073169,83642
16268,Dync1li2,ENSMUSG00000035770,234663,DYNC1LI2,ENSG00000135720,1783
16269,Kiss1r,ENSMUSG00000035773,114229,KISS1R,ENSG00000116014,84634
16270,Cmtm2b,ENSMUSG00000035785,75502,CMTM2,ENSG00000140932,146225
16271,Twist1,ENSMUSG00000035799,22160,TWIST1,ENSG00000122691,7291
16272,Mlc1,ENSMUSG00000035805,170790,MLC1,ENSG00000100427,23209
16273,Pim3,ENSMUSG00000035828,223775,PIM3,ENSG00000198355,415116
16274,Krt25,ENSMUSG00000035831,70810,KRT25,ENSG00000204897,147183
16275,Alg12,ENSMUSG00000035845,223774,ALG12,ENSG00000182858,79087
16276,Krt222,ENSMUSG00000035849,268481,KRT222,ENSG00000213424,125113
16277,Ythdc1,ENSMUSG00000035851,231386,YTHDC1,ENSG00000083896,91746
16278,Misp,ENSMUSG00000035852,78906,MISP,ENSG00000099812,126353
16279,Cdhr3,ENSMUSG00000035860,68764,CDHR3,ENSG00000128536,222256
16280,Palm,ENSMUSG00000035863,18483,PALM,ENSG00000099864,5064
16281,Zhx3,ENSMUSG00000035877,320799,ZHX3,ENSG00000174306,23051
16282,Hykk,ENSMUSG00000035878,235386,HYKK,ENSG00000188266,123688
16283,Bbs9,ENSMUSG00000035919,319845,BBS9,ENSG00000122507,27241
16284,Cog5,ENSMUSG00000035933,238123,COG5,ENSG00000164597,10466
16285,Ttc38,ENSMUSG00000035944,239570,TTC38,ENSG00000075234,55020
16286,Gsx2,ENSMUSG00000035946,14843,GSX2,ENSG00000180613,170825
16287,Fbxw2,ENSMUSG00000035949,30050,FBXW2,ENSG00000119402,26190
16288,Odf3l2,ENSMUSG00000035963,382384,ODF3L2,ENSG00000181781,284451
16289,Ints6l,ENSMUSG00000035967,236790,INTS6L,ENSG00000165359,203522
16290,Fam122b,ENSMUSG00000036022,78755,PABIR2,ENSG00000156504,159090
16291,5031439G07Rik,ENSMUSG00000036046,223739,KIAA0930,ENSG00000100364,23313
16292,Ptpn23,ENSMUSG00000036057,104831,PTPN23,ENSG00000076201,25930
16293,Smug1,ENSMUSG00000036061,71726,SMUG1,ENSG00000123415,23583
16294,Zranb3,ENSMUSG00000036086,226409,ZRANB3,ENSG00000121988,84083
16295,Dgkb,ENSMUSG00000036095,217480,DGKB,ENSG00000136267,1607
16296,Rab3gap1,ENSMUSG00000036104,226407,RAB3GAP1,ENSG00000115839,22930
16297,Prr5,ENSMUSG00000036106,109270,PRR5,ENSG00000186654,55615
16298,Acaa1a,ENSMUSG00000036138,113868,ACAA1,ENSG00000060971,30
16299,Prickle1,ENSMUSG00000036158,106042,PRICKLE1,ENSG00000139174,144165
16300,Pphln1,ENSMUSG00000036167,223828,PPHLN1,ENSG00000134283,51535
16301,Ccdc38,ENSMUSG00000036168,237465,CCDC38,ENSG00000165972,120935
16302,Cd200r3,ENSMUSG00000036172,74603,CD200R1L,ENSG00000206531,344807
16303,Cd200r3,ENSMUSG00000036172,74603,CD200R1,ENSG00000163606,131450
16304,Rif1,ENSMUSG00000036202,51869,RIF1,ENSG00000080345,55183
16305,Nepro,ENSMUSG00000036208,212547,NEPRO,ENSG00000163608,25871
16306,Pdzrn4,ENSMUSG00000036218,239618,PDZRN4,ENSG00000165966,29951
16307,Armh4,ENSMUSG00000036242,67419,ARMH4,ENSG00000139971,145407
16308,Igfbp7,ENSMUSG00000036256,29817,IGFBP7,ENSG00000163453,3490
16309,Naa30,ENSMUSG00000036282,70646,NAA30,ENSG00000139977,122830
16310,Ap5m1,ENSMUSG00000036291,74385,AP5M1,ENSG00000053770,55745
16311,Igsf10,ENSMUSG00000036334,242050,IGSF10,ENSG00000152580,285313
16312,Tmem260,ENSMUSG00000036339,218989,TMEM260,ENSG00000070269,54916
16313,P2ry14,ENSMUSG00000036381,140795,P2RY14,ENSG00000174944,9934
16314,P2ry14,ENSMUSG00000036381,320463,P2RY14,ENSG00000174944,9934
16315,Siah2,ENSMUSG00000036432,20439,SIAH2,ENSG00000181788,6478
16316,Hif1an,ENSMUSG00000036450,319594,HIF1AN,ENSG00000166135,55662
16317,Rnf13,ENSMUSG00000036503,24017,RNF13,ENSG00000082996,11342
16318,Cdh8,ENSMUSG00000036510,12564,CDH8,ENSG00000150394,1006
16319,Commd2,ENSMUSG00000036513,52245,COMMD2,ENSG00000114744,51122
16320,Sbf1,ENSMUSG00000036529,77980,SBF1,ENSG00000100241,6305
16321,Slc38a7,ENSMUSG00000036534,234595,SLC38A7,ENSG00000103042,55238
16322,Ndrg4,ENSMUSG00000036564,234593,NDRG4,ENSG00000103034,65009
16323,Fut7,ENSMUSG00000036587,14347,FUT7,ENSG00000180549,2529
16324,Ccdc113,ENSMUSG00000036598,244608,CCDC113,ENSG00000103021,29070
16325,Plxnb2,ENSMUSG00000036606,140570,PLXNB2,ENSG00000196576,23654
16326,Atp13a2,ENSMUSG00000036622,74772,ATP13A2,ENSG00000159363,23400
16327,Tbc1d9b,ENSMUSG00000036644,76795,TBC1D9B,ENSG00000197226,23061
16328,Man1b1,ENSMUSG00000036646,227619,MAN1B1,ENSG00000177239,11253
16329,Aaas,ENSMUSG00000036678,223921,AAAS,ENSG00000094914,8086
16330,Zcchc12,ENSMUSG00000036699,72693,ZCCHC18,ENSG00000166707,644353
16331,Zcchc12,ENSMUSG00000036699,72693,ZCCHC12,ENSG00000174460,170261
16332,Cysrt1,ENSMUSG00000036731,67859,CYSRT1,ENSG00000197191,375791
16333,Rbm42,ENSMUSG00000036733,68035,RBM42,ENSG00000126254,79171
16334,Oxsr1,ENSMUSG00000036737,108737,OXSR1,ENSG00000172939,9943
16335,Cox6b1,ENSMUSG00000036751,110323,COX6B1,ENSG00000126267,1340
16336,Tubb4b,ENSMUSG00000036752,227613,TUBB4B,ENSG00000188229,10383
16337,Kcnk9,ENSMUSG00000036760,223604,KCNK9,ENSG00000169427,51305
16338,Stpg3,ENSMUSG00000036770,74472,STPG3,ENSG00000197768,441476
16339,Noxa1,ENSMUSG00000036805,241275,NOXA1,ENSG00000188747,10811
16340,Lpar3,ENSMUSG00000036832,65086,LPAR3,ENSG00000171517,23566
16341,Pnpla7,ENSMUSG00000036833,241274,PNPLA7,ENSG00000130653,375775
16342,Lin37,ENSMUSG00000036845,75660,LIN37,ENSG00000267796,55957
16343,Mrpl41,ENSMUSG00000036850,107733,MRPL41,ENSG00000182154,64975
16344,Mcoln3,ENSMUSG00000036853,171166,MCOLN3,ENSG00000055732,55283
16345,Syde2,ENSMUSG00000036863,214804,SYDE2,ENSG00000097096,84144
16346,Abcc12,ENSMUSG00000036872,244562,ABCC12,ENSG00000140798,94160
16347,2410004B18Rik,ENSMUSG00000036873,66421,C1orf52,ENSG00000162642,148423
16348,Arhgef26,ENSMUSG00000036885,622434,ARHGEF26,ENSG00000114790,26084
16349,Rap2b,ENSMUSG00000036894,74012,RAP2B,ENSG00000181467,5912
16350,Kirrel2,ENSMUSG00000036915,243911,KIRREL2,ENSG00000126259,84063
16351,Stox1,ENSMUSG00000036923,216021,STOX1,ENSG00000165730,219736
16352,Nfkbid,ENSMUSG00000036931,243910,NFKBID,ENSG00000167604,84807
16353,Tmem71,ENSMUSG00000036944,213068,TMEM71,ENSG00000165071,137835
16354,Slc39a12,ENSMUSG00000036949,277468,SLC39A12,ENSG00000148482,221074
16355,Clca2,ENSMUSG00000036960,229933,CLCA2,ENSG00000137975,9635
16356,Wnt8b,ENSMUSG00000036961,22423,WNT8B,ENSG00000075290,7479
16357,Wdr62,ENSMUSG00000037020,233064,WDR62,ENSG00000075702,284403
16358,Paip2,ENSMUSG00000037058,67869,PAIP2,ENSG00000120727,51247
16359,Sh3glb1,ENSMUSG00000037062,54673,SH3GLB1,ENSG00000097033,51100
16360,Selenof,ENSMUSG00000037072,93684,SELENOF,ENSG00000183291,9403
16361,Lrg1,ENSMUSG00000037095,76905,LRG1,ENSG00000171236,116844
16362,Fer1l6,ENSMUSG00000037106,631797,FER1L6,ENSG00000214814,654463
16363,Fam91a1,ENSMUSG00000037119,210998,FAM91A1,ENSG00000176853,157769
16364,Aff3,ENSMUSG00000037138,16764,AFF3,ENSG00000144218,3899
16365,Krt80,ENSMUSG00000037185,74127,KRT80,ENSG00000167767,144501
16366,Matr3,ENSMUSG00000037236,17184,MATR3,ENSG00000015479,9782
16367,Spred3,ENSMUSG00000037239,101809,SPRED3,ENSG00000188766,399473
16368,Zfp692,ENSMUSG00000037243,103836,ZNF692,ENSG00000171163,55657
16369,Tbcel,ENSMUSG00000037287,272589,TBCEL,ENSG00000154114,219899
16370,Ttc13,ENSMUSG00000037300,234875,TTC13,ENSG00000143643,79573
16371,Hand1,ENSMUSG00000037335,15110,HAND1,ENSG00000113196,9421
16372,Taf2,ENSMUSG00000037343,319944,TAF2,ENSG00000064313,6873
16373,Srrt,ENSMUSG00000037364,83701,SRRT,ENSG00000087087,51593
16374,Muc3,ENSMUSG00000037390,666339,MUC17,ENSG00000169876,140453
16375,Nmur2,ENSMUSG00000037393,216749,NMUR2,ENSG00000132911,56923
16376,Vgf,ENSMUSG00000037428,381677,VGF,ENSG00000128564,7425
16377,Azin1,ENSMUSG00000037458,54375,AZIN1,ENSG00000155096,51582
16378,Fbxo27,ENSMUSG00000037463,233040,FBXO27,ENSG00000161243,126433
16379,Uggt1,ENSMUSG00000037470,320011,UGGT1,ENSG00000136731,56886
16380,Fam168b,ENSMUSG00000037503,214469,FAM168B,ENSG00000152102,130074
16381,Atg14,ENSMUSG00000037526,100504663,ATG14,ENSG00000126775,22863
16382,Fbxo34,ENSMUSG00000037536,78938,FBXO34,ENSG00000178974,55030
16383,H2-DMb2,ENSMUSG00000037548,15000,HLA-DMB,ENSG00000242574,3109
16384,Gch1,ENSMUSG00000037580,14528,GCH1,ENSG00000131979,2643
16385,Adgrl3,ENSMUSG00000037605,319387,ADGRL3,ENSG00000150471,23284
16386,Atoh8,ENSMUSG00000037621,71093,ATOH8,ENSG00000168874,84913
16387,Zbtb42,ENSMUSG00000037638,382639,ZBTB42,ENSG00000179627,100128927
16388,H2-DMa,ENSMUSG00000037649,14998,HLA-DMA,ENSG00000204257,3108
16389,Atp8a1,ENSMUSG00000037685,11980,ATP8A1,ENSG00000124406,10396
16390,Aspg,ENSMUSG00000037686,104816,ASPG,ENSG00000166183,374569
16391,Fam13a,ENSMUSG00000037709,58909,FAM13A,ENSG00000138640,10144
16392,Ccdc33,ENSMUSG00000037716,382077,CCDC33,ENSG00000140481,80125
16393,Tmem33,ENSMUSG00000037720,67878,TMEM33,ENSG00000109133,55161
16394,Gnpnat1,ENSMUSG00000037722,54342,GNPNAT1,ENSG00000100522,64841
16395,Actr5,ENSMUSG00000037761,109275,ACTR5,ENSG00000101442,79913
16396,Slc16a9,ENSMUSG00000037762,66859,SLC16A9,ENSG00000165449,220963
16397,Slc32a1,ENSMUSG00000037771,22348,SLC32A1,ENSG00000101438,140679
16398,Tgm2,ENSMUSG00000037820,21817,TGM2,ENSG00000198959,7052
16399,Aim2,ENSMUSG00000037860,383619,AIM2,ENSG00000163568,9447
16400,Egr2,ENSMUSG00000037868,13654,EGR2,ENSG00000122877,1959
16401,Ackr1,ENSMUSG00000037872,13349,ACKR1,ENSG00000213088,2532
16402,Rcor1,ENSMUSG00000037896,217864,RCOR1,ENSG00000089902,23186
16403,Ankrd9,ENSMUSG00000037904,74251,ANKRD9,ENSG00000156381,122416
16404,Bank1,ENSMUSG00000037922,242248,BANK1,ENSG00000153064,55024
16405,Fgd3,ENSMUSG00000037946,30938,FGD3,ENSG00000127084,89846
16406,Card19,ENSMUSG00000037960,68480,CARD19,ENSG00000165233,84270
16407,Rflna,ENSMUSG00000037962,73121,RFLNA,ENSG00000178882,144347
16408,Rflna,ENSMUSG00000037962,73121,RFLNA,ENSG00000178882,100533183
16409,Snn,ENSMUSG00000037972,20621,SNN,ENSG00000184602,8303
16410,Itprid1,ENSMUSG00000037973,232016,ITPRID1,ENSG00000180347,223075
16411,Neurod6,ENSMUSG00000037984,11922,NEUROD6,ENSG00000164600,63974
16412,Wnk2,ENSMUSG00000037989,75607,WNK2,ENSG00000165238,65268
16413,Slc9b2,ENSMUSG00000037994,97086,SLC9B2,ENSG00000164038,133308
16414,Igsf9,ENSMUSG00000037995,93842,IGSF9,ENSG00000085552,57549
16415,Dnajc22,ENSMUSG00000038009,72778,DNAJC22,ENSG00000178401,79962
16416,Fam120a,ENSMUSG00000038014,218236,FAM120A,ENSG00000048828,23196
16417,Mindy4,ENSMUSG00000038022,330323,MINDY4,ENSG00000106125,84182
16418,Atp6v0a2,ENSMUSG00000038023,21871,ATP6V0A2,ENSG00000185344,23545
16419,Tigar,ENSMUSG00000038028,319801,TIGAR,ENSG00000078237,57103
16420,Socs1,ENSMUSG00000038037,12703,SOCS1,ENSG00000185338,8651
16421,Mrm3,ENSMUSG00000038046,67390,MRM3,ENSG00000171861,55178
16422,Nod1,ENSMUSG00000038058,107607,NOD1,ENSG00000106100,10392
16423,Dlec1,ENSMUSG00000038060,320256,DLEC1,ENSG00000008226,9940
16424,Kcna6,ENSMUSG00000038077,16494,KCNA6,ENSG00000151079,3742
16425,Cnbd2,ENSMUSG00000038085,70873,CNBD2,ENSG00000149646,140894
16426,Atp13a4,ENSMUSG00000038094,224079,ATP13A4,ENSG00000127249,84239
16427,Sbno1,ENSMUSG00000038095,243272,SBNO1,ENSG00000139697,55206
16428,Ano2,ENSMUSG00000038115,243634,ANO2,ENSG00000047617,57101
16429,Phf20,ENSMUSG00000038116,228829,PHF20,ENSG00000025293,51230
16430,Tbc1d32,ENSMUSG00000038122,544696,TBC1D32,ENSG00000146350,221322
16431,Ccdc50,ENSMUSG00000038127,67501,CCDC50,ENSG00000152492,152137
16432,Notch3,ENSMUSG00000038146,18131,NOTCH3,ENSG00000074181,4854
16433,Plekhg6,ENSMUSG00000038167,213522,PLEKHG6,ENSG00000008323,55200
16434,P3h2,ENSMUSG00000038168,210530,P3H2,ENSG00000090530,55214
16435,Pde4dip,ENSMUSG00000038170,83679,PDE4DIP,ENSG00000178104,9659
16436,Pde4dip,ENSMUSG00000038170,83679,PDE4DIP,ENSG00000178104,124904395
16437,Slc43a2,ENSMUSG00000038178,215113,SLC43A2,ENSG00000167703,124935
16438,Rilp,ENSMUSG00000038195,280408,RILP,ENSG00000167705,83547
16439,Hoxa13,ENSMUSG00000038203,15398,HOXA13,ENSG00000106031,3209
16440,Hoxa11,ENSMUSG00000038210,15396,HOXA11,ENSG00000005073,3207
16441,Mfsd14b,ENSMUSG00000038212,66631,MFSD14B,ENSG00000148110,84641
16442,Mfsd14b,ENSMUSG00000038212,66631,MFSD14C,ENSG00000196312,<NA>
16443,Tapbpl,ENSMUSG00000038213,213233,TAPBPL,ENSG00000139192,55080
16444,Tlcd2,ENSMUSG00000038217,380712,TLCD2,ENSG00000185561,727910
16445,Serpinf2,ENSMUSG00000038224,18816,SERPINF2,ENSG00000167711,5345
16446,Hoxa7,ENSMUSG00000038236,15404,HOXA7,ENSG00000122592,3204
16447,Cep250,ENSMUSG00000038241,16328,CEP250,ENSG00000126001,11190
16448,Bcl9,ENSMUSG00000038256,77578,BCL9,ENSG00000116128,607
16449,Gdf5,ENSMUSG00000038259,14563,GDF5,ENSG00000125965,8200
16450,Sema7a,ENSMUSG00000038264,20361,SEMA7A,ENSG00000138623,8482
16451,Smg6,ENSMUSG00000038290,103677,SMG6,ENSG00000070366,23293
16452,Pdzk1,ENSMUSG00000038298,59020,PDZK1,ENSG00000174827,5174
16453,Snx10,ENSMUSG00000038301,71982,SNX10,ENSG00000086300,29887
16454,Edem2,ENSMUSG00000038312,108687,EDEM2,ENSG00000088298,55741
16455,Edem2,ENSMUSG00000038312,108687,EDEM2,ENSG00000088298,111089941
16456,Trpc4ap,ENSMUSG00000038324,56407,TRPC4AP,ENSG00000100991,26133
16457,Tsr1,ENSMUSG00000038335,104662,TSR1,ENSG00000167721,55720
16458,Ankrd35,ENSMUSG00000038354,213121,ANKRD35,ENSG00000198483,148741
16459,Ncoa6,ENSMUSG00000038369,56406,NCOA6,ENSG00000198646,23054
16460,Pigu,ENSMUSG00000038383,228812,PIGU,ENSG00000101464,128869
16461,Gpr162,ENSMUSG00000038390,14788,GPR162,ENSG00000250510,27239
16462,Upf3a,ENSMUSG00000038398,67031,UPF3A,ENSG00000169062,65110
16463,Cdc16,ENSMUSG00000038416,69957,CDC16,ENSG00000130177,8881
16464,Fcrla,ENSMUSG00000038421,98752,FCRLA,ENSG00000132185,84824
16465,Spsb2,ENSMUSG00000038451,14794,SPSB2,ENSG00000111671,84727
16466,Spsb2,ENSMUSG00000038451,14794,SPSB2,ENSG00000111671,105369632
16467,Tmem255b,ENSMUSG00000038457,272465,TMEM255B,ENSG00000184497,348013
16468,Olfml2b,ENSMUSG00000038463,320078,OLFML2B,ENSG00000162745,25903
16469,Chmp4b,ENSMUSG00000038467,75608,CHMP4B,ENSG00000101421,128866
16470,Nos1ap,ENSMUSG00000038473,70729,NOS1AP,ENSG00000198929,9722
16471,Prr3,ENSMUSG00000038500,75210,PRR3,ENSG00000204576,80742
16472,Ptov1,ENSMUSG00000038502,84113,PTOV1,ENSG00000104960,53635
16473,Mesd,ENSMUSG00000038503,67943,MESD,ENSG00000117899,23184
16474,Armc10,ENSMUSG00000038525,67211,ARMC10,ENSG00000170632,83787
16475,Atf5,ENSMUSG00000038539,107503,ATF5,ENSG00000169136,22809
16476,Tmc3,ENSMUSG00000038540,233424,TMC3,ENSG00000188869,342125
16477,Pcid2,ENSMUSG00000038542,234069,PCID2,ENSG00000126226,55795
16478,Pln,ENSMUSG00000038583,18821,PLN,ENSG00000198523,5350
16479,Colec10,ENSMUSG00000038591,239447,COLEC10,ENSG00000184374,10584
16480,Shoc1,ENSMUSG00000038598,100155,SHOC1,ENSG00000165181,158401
16481,Ripor1,ENSMUSG00000038604,75687,RIPOR1,ENSG00000039523,79567
16482,Med30,ENSMUSG00000038622,69790,MED30,ENSG00000164758,90390
16483,Tm6sf1,ENSMUSG00000038623,107769,TM6SF1,ENSG00000136404,53346
16484,Zkscan16,ENSMUSG00000038630,100041581,ZNF483,ENSG00000173258,158399
16485,Pold1,ENSMUSG00000038644,18971,POLD1,ENSG00000062822,5424
16486,Ramac,ENSMUSG00000038646,67148,RAMAC,ENSG00000169612,83640
16487,Rnh1,ENSMUSG00000038650,107702,RNH1,ENSG00000023191,6050
16488,Fsd2,ENSMUSG00000038663,244091,FSD2,ENSG00000186628,123722
16489,Lpar1,ENSMUSG00000038668,14745,LPAR1,ENSG00000198121,1902
16490,Mybpc2,ENSMUSG00000038670,233199,MYBPC2,ENSG00000086967,4606
16491,Josd2,ENSMUSG00000038695,66124,JOSD2,ENSG00000161677,126119
16492,Txndc8,ENSMUSG00000038709,67402,TXNDC8,ENSG00000204193,255220
16493,Shank1,ENSMUSG00000038738,243961,SHANK1,ENSG00000161681,50944
16494,Trhr,ENSMUSG00000038760,22045,TRHR,ENSG00000174417,7201
16495,Abcf1,ENSMUSG00000038762,224742,ABCF1,ENSG00000204574,23
16496,Alpk3,ENSMUSG00000038763,116904,ALPK3,ENSG00000136383,57538
16497,Kpna7,ENSMUSG00000038770,381686,KPNA7,ENSG00000185467,402569
16498,Abitram,ENSMUSG00000038827,230234,ABITRAM,ENSG00000119328,54942
16499,Vars2,ENSMUSG00000038838,68915,VARS2,ENSG00000137411,57176
16500,Bpgm,ENSMUSG00000038871,12183,BPGM,ENSG00000172331,669
16501,Irs2,ENSMUSG00000038894,384783,IRS2,ENSG00000185950,8660
16502,Soga3,ENSMUSG00000038916,67412,SOGA3,ENSG00000214338,387104
16503,Cnst,ENSMUSG00000038949,226744,CNST,ENSG00000162852,163882
16504,Lmtk2,ENSMUSG00000038970,231876,LMTK2,ENSG00000164715,22853
16505,Cldnd2,ENSMUSG00000038973,74276,CLDND2,ENSG00000160318,125875
16506,Tlr4,ENSMUSG00000039005,21898,TLR4,ENSG00000136869,7099
16507,Arhgap18,ENSMUSG00000039031,73910,ARHGAP18,ENSG00000146376,93663
16508,St6galnac5,ENSMUSG00000039037,26938,ST6GALNAC5,ENSG00000117069,81849
16509,Myo16,ENSMUSG00000039057,244281,MYO16,ENSG00000041515,23026
16510,Ak5,ENSMUSG00000039058,229949,AK5,ENSG00000154027,26289
16511,Zzz3,ENSMUSG00000039068,108946,ZZZ3,ENSG00000036549,26009
16512,Cpa4,ENSMUSG00000039070,71791,CPA4,ENSG00000128510,51200
16513,L3mbtl3,ENSMUSG00000039089,237339,L3MBTL3,ENSG00000198945,84456
16514,En2,ENSMUSG00000039095,13799,EN2,ENSG00000164778,2020
16515,Wdr93,ENSMUSG00000039099,626359,WDR93,ENSG00000140527,56964
16516,Atp6v1g1,ENSMUSG00000039105,66290,ATP6V1G1,ENSG00000136888,9550
16517,Htr5a,ENSMUSG00000039106,15563,HTR5A,ENSG00000157219,3361
16518,F13a1,ENSMUSG00000039109,74145,F13A1,ENSG00000124491,2162
16519,Nrn1,ENSMUSG00000039114,68404,NRN1,ENSG00000124785,51299
16520,Itga9,ENSMUSG00000039115,104099,ITGA9,ENSG00000144668,3680
16521,Cdc123,ENSMUSG00000039128,98828,CDC123,ENSG00000151465,8872
16522,Zc3hc1,ENSMUSG00000039130,232679,ZC3HC1,ENSG00000091732,51530
16523,Gipc2,ENSMUSG00000039131,54120,GIPC2,ENSG00000137960,54810
16524,Camk1d,ENSMUSG00000039145,227541,CAMK1D,ENSG00000183049,57118
16525,Ifi44l,ENSMUSG00000039146,15061,IFI44L,ENSG00000137959,10964
16526,Akna,ENSMUSG00000039158,100182,AKNA,ENSG00000106948,80709
16527,Cmc1,ENSMUSG00000039163,67899,CMC1,ENSG00000187118,152100
16528,Adgrl4,ENSMUSG00000039167,170757,ADGRL4,ENSG00000162618,64123
16529,Rlbp1,ENSMUSG00000039194,19771,RLBP1,ENSG00000140522,6017
16530,Orm1,ENSMUSG00000039196,18405,ORM1,ENSG00000229314,5004
16531,Orm1,ENSMUSG00000039196,18405,ORM2,ENSG00000228278,5005
16532,Zdhhc1,ENSMUSG00000039199,70796,ZDHHC1,ENSG00000159714,29800
16533,Atf7ip2,ENSMUSG00000039200,75329,ATF7IP2,ENSG00000166669,80063
16534,Abhd2,ENSMUSG00000039202,54608,ABHD2,ENSG00000140526,11057
16535,Metrnl,ENSMUSG00000039208,210029,METRNL,ENSG00000176845,284207
16536,Isg20,ENSMUSG00000039236,57444,ISG20,ENSG00000172183,3669
16537,B3galnt2,ENSMUSG00000039242,97884,B3GALNT2,ENSG00000162885,148789
16538,2300002M23Rik,ENSMUSG00000039269,69542,C6orf15,ENSG00000204542,29113
16539,Foxk2,ENSMUSG00000039275,68837,FOXK2,ENSG00000141568,3607
16540,Cdk5rap2,ENSMUSG00000039298,214444,CDK5RAP2,ENSG00000136861,55755
16541,Hexdc,ENSMUSG00000039307,238023,HEXD,ENSG00000169660,284004
16542,Ndst2,ENSMUSG00000039308,17423,NDST2,ENSG00000166507,8509
16543,Minar1,ENSMUSG00000039313,209743,MINAR1,ENSG00000169330,23251
16544,Tex19.1,ENSMUSG00000039329,73679,TEX19,ENSG00000182459,400629
16545,Sectm1b,ENSMUSG00000039364,58210,SECTM1,ENSG00000141574,6398
16546,Synpo2l,ENSMUSG00000039376,68760,SYNPO2L,ENSG00000166317,79933
16547,Ccdc81,ENSMUSG00000039391,70884,CCDC81,ENSG00000149201,60494
16548,Prss23,ENSMUSG00000039405,76453,PRSS23,ENSG00000150687,11098
16549,Alg1,ENSMUSG00000039427,208211,ALG1,ENSG00000033011,56052
16550,Alg1,ENSMUSG00000039427,208211,ALG1L,ENSG00000189366,<NA>
16551,Tmem135,ENSMUSG00000039428,72759,TMEM135,ENSG00000166575,65084
16552,Prpf18,ENSMUSG00000039449,67229,PRPF18,ENSG00000165630,8559
16553,Ppl,ENSMUSG00000039457,19041,PPL,ENSG00000118898,5493
16554,Tcta,ENSMUSG00000039461,102791,TCTA,ENSG00000145022,6988
16555,Ubn1,ENSMUSG00000039473,170644,UBN1,ENSG00000118900,29855
