human_symbol,mouse_symbol,human_ensembl,mouse_ensembl,human_entrez,mouse_entrez
PRAMEF9,Pramel47,ENSG00000282298,ENSMUSG00000079424,343070,100041296
PRAMEF9,Pramel18,ENSG00000283139,ENSMUSG00000037028,343070,381535
PRAMEF9,Pramel15,ENSG00000283139,ENSMUSG00000073721,343070,627009
PRAMEF9,Pramel46,ENSG00000282298,ENSMUSG00000096066,343070,-1
PRAMEF9,Pramel19,ENSG00000204505,ENSMUSG00000070890,343070,332923
PRAMEF9,Oog1,ENSG00000283139,ENSMUSG00000096576,343070,193322
PRAMEF9,Pramel45,ENSG00000283139,ENSMUSG00000092166,343070,108169100
PRAMEF9,Pramel22,ENSG00000282298,ENSMUSG00000078513,343070,277668
PRAMEF9,Pramel33,ENSG00000283139,ENSMUSG00000096044,343070,100040885
PRAMEF9,Pramel45,ENSG00000282298,ENSMUSG00000092166,343070,108169101
PRAMEF9,Pramel18,ENSG00000204505,ENSMUSG00000037028,343070,381535
PRAMEF9,Pramel26,ENSG00000283139,ENSMUSG00000059218,343070,381569
PRAMEF9,Pramel51,ENSG00000281573,ENSMUSG00000066027,343070,100039315
PRAMEF9,Pramel45,ENSG00000283139,ENSMUSG00000092166,343070,108169101
PRAMEF9,Pramel29,ENSG00000281573,ENSMUSG00000046262,343070,97187
PRAMEF9,AA792892,ENSG00000283139,ENSMUSG00000073497,343070,100554
PRAMEF9,Pramel21,ENSG00000204505,ENSMUSG00000066688,343070,279185
PRAMEF9,Gm16513,ENSG00000204505,ENSMUSG00000095996,343070,100041253
PRAMEF9,E330014E10Rik,ENSG00000281573,ENSMUSG00000072813,343070,665943
PRAMEF9,Pramel28,ENSG00000281573,ENSMUSG00000078510,343070,-1
PRAMEF9,Pramel21,ENSG00000281573,ENSMUSG00000066688,343070,279185
PRAMEF9,Gm13102,ENSG00000282298,ENSMUSG00000073723,343070,100041077
PRAMEF9,Pramel21,ENSG00000282298,ENSMUSG00000066688,343070,279185
PRAMEF9,Pramel21,ENSG00000283139,ENSMUSG00000066688,343070,279185
PRAMEF9,AA792892,ENSG00000281573,ENSMUSG00000073497,343070,100554
PRAMEF9,Pramel22,ENSG00000281573,ENSMUSG00000078513,343070,277668
PRAMEF9,Pramel33,ENSG00000281573,ENSMUSG00000096044,343070,100040885
PRAMEF9,Pramel37,ENSG00000283139,ENSMUSG00000072822,343070,381724
PRAMEF9,Gm6367,ENSG00000204505,ENSMUSG00000096742,343070,622894
PRAMEF9,AA792892,ENSG00000282298,ENSMUSG00000073497,343070,100554
PRAMEF9,Pramel17,ENSG00000281573,ENSMUSG00000035201,343070,545662
PRAMEF9,Pramel34,ENSG00000282298,ENSMUSG00000070686,343070,381654
PRAMEF9,Gm16513,ENSG00000282298,ENSMUSG00000095996,343070,100041253
PRAMEF9,Gm6205,ENSG00000283139,ENSMUSG00000092073,343070,-1
PRAMEF9,Pramel47,ENSG00000283139,ENSMUSG00000079424,343070,100041296
PRAMEF9,Pramel6,ENSG00000282298,ENSMUSG00000025838,343070,347711
PRAP1,Prap1,ENSG00000165828,ENSMUSG00000025467,118471,22264
PRC1,Prc1,ENSG00000198901,ENSMUSG00000038943,9055,233406
PRCC,Prcc,ENSG00000143294,ENSMUSG00000004895,5546,94315
PRCP,Prcp,ENSG00000137509,ENSMUSG00000061119,5547,72461
PRDM1,Prdm1,ENSG00000057657,ENSMUSG00000038151,639,12142
PRDM10,Prdm10,ENSG00000170325,ENSMUSG00000042496,56980,382066
PRDM11,Prdm11,ENSG00000019485,ENSMUSG00000075028,56981,100042784
PRDM12,Prdm12,ENSG00000130711,ENSMUSG00000079466,59335,381359
PRDM13,Prdm13,ENSG00000112238,ENSMUSG00000040478,59336,230025
PRDM14,Prdm14,ENSG00000147596,ENSMUSG00000042414,63978,383491
PRDM15,Prdm15,ENSG00000141956,ENSMUSG00000014039,63977,114604
PRDM16,Prdm16,ENSG00000142611,ENSMUSG00000039410,63976,70673
PRDM2,Prdm2,ENSG00000116731,ENSMUSG00000057637,7799,110593
PRDM4,Prdm4,ENSG00000110851,ENSMUSG00000035529,11108,72843
PRDM5,Prdm5,ENSG00000138738,ENSMUSG00000029913,11107,70779
PRDM6,Prdm6,ENSG00000061455,ENSMUSG00000069378,93166,225518
PRDM7,Prdm9,ENSG00000126856,ENSMUSG00000051977,11105,213389
PRDM8,Prdm8,ENSG00000152784,ENSMUSG00000035456,56978,77630
PRDM9,Zfp78,ENSG00000164256,ENSMUSG00000055150,56979,330463
PRDX1,Prdx1,ENSG00000117450,ENSMUSG00000028691,5052,18477
PRDX2,Prdx2,ENSG00000167815,ENSMUSG00000005161,7001,21672
PRDX3,Prdx3,ENSG00000165672,ENSMUSG00000024997,10935,11757
PRDX4,Prdx4,ENSG00000123131,ENSMUSG00000025289,10549,53381
PRDX5,Prdx5,ENSG00000126432,ENSMUSG00000024953,25824,54683
PRDX6,Prdx6b,ENSG00000117592,ENSMUSG00000050114,9588,320769
PRDX6,Prdx6,ENSG00000117592,ENSMUSG00000026701,9588,11758
PREB,Preb,ENSG00000138073,ENSMUSG00000045302,10113,50907
PRELID1,Prelid1,ENSG00000169230,ENSMUSG00000021486,27166,66494
PRELID2,Prelid2,ENSG00000186314,ENSMUSG00000056671,153768,77619
PRELID3A,Prelid3a,ENSG00000141391,ENSMUSG00000024530,10650,225655
PRELID3B,Prelid3b,ENSG00000101166,ENSMUSG00000016257,51012,66390
PRELP,Prelp,ENSG00000188783,ENSMUSG00000041577,5549,116847
PREP,Prep,ENSG00000085377,ENSMUSG00000019849,5550,-1
PREPL,Prepl,ENSG00000138078,ENSMUSG00000024127,9581,213760
PREX1,Prex1,ENSG00000124126,ENSMUSG00000039621,57580,277360
PREX2,Prex2,ENSG00000046889,ENSMUSG00000048960,80243,109294
PRF1,Prf1,ENSG00000180644,ENSMUSG00000037202,5551,18646
PRG2,Prg2,ENSG00000186652,ENSMUSG00000027073,5553,19074
PRG3,Prg3,ENSG00000156575,ENSMUSG00000027072,10394,53856
PRG4,Prg4,ENSG00000116690,ENSMUSG00000006014,10216,96875
PRICKLE1,Prickle1,ENSG00000139174,ENSMUSG00000036158,144165,106042
PRICKLE2,Prickle2,ENSG00000163637,ENSMUSG00000030020,166336,243548
PRICKLE3,Prickle3,ENSG00000012211,ENSMUSG00000031145,4007,54630
PRICKLE4,Gm21981,ENSG00000278224,ENSMUSG00000079444,29964,-1
PRICKLE4,Prickle4,ENSG00000278224,ENSMUSG00000096549,29964,381104
PRIM1,Prim1,ENSG00000198056,ENSMUSG00000025395,5557,19075
PRIM2,Prim2,ENSG00000146143,ENSMUSG00000026134,5558,19076
PRIMA1,Prima1,ENSG00000175785,ENSMUSG00000041669,145270,170952
PRIMA1,Prima1,ENSG00000274089,ENSMUSG00000041669,145270,170952
PRIMPOL,Primpol,ENSG00000164306,ENSMUSG00000038225,201973,408022
PRKAA1,Prkaa1,ENSG00000132356,ENSMUSG00000050697,5562,105787
PRKAA2,Prkaa2,ENSG00000162409,ENSMUSG00000028518,5563,108079
PRKAB1,Prkab1,ENSG00000111725,ENSMUSG00000029513,5564,19079
PRKAB2,Prkab2,ENSG00000131791,ENSMUSG00000038205,5565,108097
PRKACA,Prkaca,ENSG00000288516,ENSMUSG00000005469,5566,18747
PRKACA,Prkaca,ENSG00000072062,ENSMUSG00000005469,5566,18747
PRKACB,Prkacb,ENSG00000142875,ENSMUSG00000005034,5567,18749
PRKAG1,Prkag1,ENSG00000181929,ENSMUSG00000067713,5571,19082
PRKAG2,Prkag2,ENSG00000106617,ENSMUSG00000028944,51422,108099
PRKAG3,Prkag3,ENSG00000115592,ENSMUSG00000006542,53632,241113
PRKAR1A,Prkar1a,ENSG00000108946,ENSMUSG00000020612,5573,19084
PRKAR1B,Prkar1b,ENSG00000188191,ENSMUSG00000025855,5575,19085
PRKAR2A,Prkar2a,ENSG00000114302,ENSMUSG00000032601,5576,19087
PRKAR2B,Prkar2b,ENSG00000005249,ENSMUSG00000002997,5577,19088
PRKAR2B,Prkar2b,ENSG00000284096,ENSMUSG00000002997,5577,19088
PRKCA,Prkca,ENSG00000154229,ENSMUSG00000050965,5578,18750
PRKCB,Prkcb,ENSG00000166501,ENSMUSG00000052889,5579,18751
PRKCD,Prkcd,ENSG00000163932,ENSMUSG00000021948,5580,18753
PRKCE,Prkce,ENSG00000171132,ENSMUSG00000045038,5581,18754
PRKCG,Prkcg,ENSG00000126583,ENSMUSG00000078816,5582,18752
PRKCH,Prkch,ENSG00000027075,ENSMUSG00000021108,5583,18755
PRKCI,Prkci,ENSG00000163558,ENSMUSG00000037643,5584,18759
PRKCQ,Prkcq,ENSG00000065675,ENSMUSG00000026778,5588,18761
PRKCSH,Prkcsh,ENSG00000130175,ENSMUSG00000003402,5589,19089
PRKCZ,Prkcz,ENSG00000067606,ENSMUSG00000029053,5590,18762
PRKD1,Prkd1,ENSG00000184304,ENSMUSG00000002688,5587,18760
PRKD2,Prkd2,ENSG00000105287,ENSMUSG00000041187,25865,101540
PRKD3,Prkd3,ENSG00000115825,ENSMUSG00000024070,23683,75292
PRKDC,Prkdc,ENSG00000253729,ENSMUSG00000022672,5591,19090
PRKG1,Prkg1,ENSG00000185532,ENSMUSG00000052920,5592,19091
PRKG2,Prkg2,ENSG00000138669,ENSMUSG00000029334,5593,19092
PRKN,Prkn,ENSG00000185345,ENSMUSG00000023826,5071,50873
PRKRA,Prkra,ENSG00000180228,ENSMUSG00000002731,8575,23992
PRKRIP1,Prkrip1,ENSG00000128563,ENSMUSG00000039737,79706,66801
PRKX,Prkx,ENSG00000183943,ENSMUSG00000035725,5613,19108
PRL,Prl3b1,ENSG00000172179,ENSMUSG00000038891,5617,18776
PRL,Prl2a1,ENSG00000172179,ENSMUSG00000022886,5617,56635
PRL,Prl8a9,ENSG00000172179,ENSMUSG00000006490,5617,67310
PRL,Prl8a8,ENSG00000172179,ENSMUSG00000021346,5617,74188
PRL,Prl7a2,ENSG00000172179,ENSMUSG00000046899,5617,19114
PRL,Prl3c1,ENSG00000172179,ENSMUSG00000017922,5617,27372
PRL,Prl2c5,ENSG00000172179,ENSMUSG00000055360,5617,107849
PRL,Prl4a1,ENSG00000172179,ENSMUSG00000005891,5617,19110
PRL,Prl8a2,ENSG00000172179,ENSMUSG00000018259,5617,13529
PRL,Prl2b1,ENSG00000172179,ENSMUSG00000069258,5617,66392
PRL,Prl2c2,ENSG00000172179,ENSMUSG00000079092,5617,18811
PRL,Prl3a1,ENSG00000172179,ENSMUSG00000038883,5617,67000
PRL,Prl2c1,ENSG00000172179,ENSMUSG00000062551,5617,666317
PRL,Prl5a1,ENSG00000172179,ENSMUSG00000017064,5617,28078
PRL,Prl7a1,ENSG00000172179,ENSMUSG00000006488,5617,19113
PRL,Prl2c3,ENSG00000172179,ENSMUSG00000056457,5617,26421
PRL,Prl7d1,ENSG00000172179,ENSMUSG00000021348,5617,18814
PRL,Prl8a6,ENSG00000172179,ENSMUSG00000021345,5617,19112
PRL,Prl7b1,ENSG00000172179,ENSMUSG00000021347,5617,75596
PRL,Prl8a1,ENSG00000172179,ENSMUSG00000019756,5617,73244
PRL,Prl6a1,ENSG00000172179,ENSMUSG00000069259,5617,19111
PRL,Prl7c1,ENSG00000172179,ENSMUSG00000060738,5617,67505
PRL,Prl3d2,ENSG00000172179,ENSMUSG00000062737,5617,215028
PRL,Prl2c3,ENSG00000172179,ENSMUSG00000056457,5617,18812
PRL,Prl3d3,ENSG00000172179,ENSMUSG00000062201,5617,215029
PRL,Prl3d1,ENSG00000172179,ENSMUSG00000057170,5617,18775
PRL,Prl,ENSG00000172179,ENSMUSG00000021342,5617,19109
PRLH,Prlh,ENSG00000071677,ENSMUSG00000090550,51052,623503
PRLHR,Prlhr,ENSG00000119973,ENSMUSG00000045052,2834,226278
PRLR,Prlr,ENSG00000113494,ENSMUSG00000005268,5618,19116
PRM2,Prm2,ENSG00000122304,ENSMUSG00000038015,5620,19119
PRM3,Prm3,ENSG00000178257,ENSMUSG00000050058,58531,19120
PRMT1,Prmt1,ENSG00000126457,ENSMUSG00000109324,3276,15469
PRMT2,Prmt2,ENSG00000160310,ENSMUSG00000020230,3275,15468
PRMT3,Prmt3,ENSG00000185238,ENSMUSG00000030505,10196,71974
PRMT5,Prmt5,ENSG00000100462,ENSMUSG00000023110,10419,27374
PRMT6,Prmt6,ENSG00000198890,ENSMUSG00000049300,55170,99890
PRMT7,Prmt7,ENSG00000132600,ENSMUSG00000060098,54496,214572
PRMT8,Prmt8,ENSG00000111218,ENSMUSG00000030350,56341,381813
PRMT9,Prmt9,ENSG00000164169,ENSMUSG00000037134,90826,102182
PRND,Prnd,ENSG00000171864,ENSMUSG00000027338,23627,26434
PRND,Prn,ENSG00000171864,ENSMUSG00000098754,23627,111368
PRNP,Prnp,ENSG00000171867,ENSMUSG00000079037,5621,19122
PROB1,Prob1,ENSG00000228672,ENSMUSG00000073600,389333,381148
PROCA1,Proca1,ENSG00000167525,ENSMUSG00000044122,147011,216974
PROCR,Procr,ENSG00000101000,ENSMUSG00000027611,10544,19124
PRODH,Prodh,ENSG00000100033,ENSMUSG00000003526,5625,19125
PRODH2,Prodh2,ENSG00000250799,ENSMUSG00000036892,58510,56189
PROK1,Prok1,ENSG00000143125,ENSMUSG00000070368,84432,246691
PROK2,Prok2,ENSG00000163421,ENSMUSG00000030069,60675,50501
PROKR2,Prokr2,ENSG00000101292,ENSMUSG00000050558,128674,246313
PROM1,Prom1,ENSG00000007062,ENSMUSG00000029086,8842,19126
PROM2,Prom2,ENSG00000155066,ENSMUSG00000027376,150696,192212
PROP1,Prop1,ENSG00000280635,ENSMUSG00000044542,5626,19127
PROP1,Prop1,ENSG00000175325,ENSMUSG00000044542,5626,19127
PROP1,Prop1,ENSG00000274382,ENSMUSG00000044542,5626,19127
PRORP,Prorp,ENSG00000100890,ENSMUSG00000021023,9692,66132
PROS1,Pros1,ENSG00000184500,ENSMUSG00000022912,5627,19128
PROSER1,Proser1,ENSG00000120685,ENSMUSG00000049504,80209,212127
PROSER2,Proser2,ENSG00000148426,ENSMUSG00000045319,254427,227545
PROSER3,Proser3,ENSG00000167595,ENSMUSG00000036864,148137,333193
PROX1,Prox1,ENSG00000117707,ENSMUSG00000010175,5629,19130
PROX2,Prox2,ENSG00000119608,ENSMUSG00000042320,283571,-1
PROZ,Proz,ENSG00000126231,ENSMUSG00000031445,8858,66901
PRPF18,Prpf18,ENSG00000165630,ENSMUSG00000039449,8559,67229
PRPF19,Prpf19,ENSG00000110107,ENSMUSG00000024735,27339,28000
PRPF3,Prpf3,ENSG00000117360,ENSMUSG00000015748,9129,70767
PRPF31,Prpf31,ENSG00000105618,ENSMUSG00000008373,26121,68988
PRPF31,Prpf31,ENSG00000275885,ENSMUSG00000008373,26121,68988
PRPF38A,Prpf38a,ENSG00000134748,ENSMUSG00000063800,84950,230596
PRPF38B,Prpf38b,ENSG00000134186,ENSMUSG00000027881,55119,66921
PRPF39,Prpf39,ENSG00000185246,ENSMUSG00000035597,55015,328110
PRPF4,Prpf4,ENSG00000136875,ENSMUSG00000066148,9128,70052
PRPF40A,Prpf40a,ENSG00000196504,ENSMUSG00000061136,55660,56194
PRPF40B,Prpf40b,ENSG00000110844,ENSMUSG00000023007,25766,54614
PRPF4B,Prpf4b,ENSG00000112739,ENSMUSG00000021413,8899,19134
PRPF6,Prpf6,ENSG00000101161,ENSMUSG00000002455,24148,68879
PRPF8,Prpf8,ENSG00000174231,ENSMUSG00000020850,10594,192159
PRPF8,Prpf8,ENSG00000274442,ENSMUSG00000020850,10594,192159
PRPH,Prph,ENSG00000135406,ENSMUSG00000023484,5630,19132
PRPH2,Prph2,ENSG00000112619,ENSMUSG00000023978,5961,19133
PRPS1,Prps1l3,ENSG00000147224,ENSMUSG00000079104,5631,328099
PRPS1,Prps1,ENSG00000147224,ENSMUSG00000031432,5631,19139
PRPS1L1,Prps1l1,ENSG00000229937,ENSMUSG00000092305,221823,75456
PRPS2,Prps2,ENSG00000101911,ENSMUSG00000025742,5634,110639
PRPSAP1,Prpsap1,ENSG00000161542,ENSMUSG00000015869,5635,67763
PRPSAP2,Prpsap2,ENSG00000141127,ENSMUSG00000020528,5636,212627
PRR11,Prr11,ENSG00000068489,ENSMUSG00000020493,55771,270906
PRR12,Prr12,ENSG00000126464,ENSMUSG00000046574,57479,233210
PRR14,Prr14,ENSG00000156858,ENSMUSG00000030822,78994,233895
PRR14L,Prr14l,ENSG00000183530,ENSMUSG00000054280,253143,215476
PRR15,Prr15,ENSG00000176532,ENSMUSG00000045725,222171,78004
PRR15L,Prr15l,ENSG00000167183,ENSMUSG00000047040,79170,217138
PRR16,Prr16,ENSG00000184838,ENSMUSG00000073565,51334,71373
PRR18,Prr18,ENSG00000176381,ENSMUSG00000055945,285800,320111
PRR19,Prr19,ENSG00000188368,ENSMUSG00000058741,284338,623131
PRR22,Prr22,ENSG00000212123,ENSMUSG00000090273,163154,100504446
PRR23A,7420426K07Rik,ENSG00000206260,ENSMUSG00000074123,729627,546157
PRR23A,Prr23a3,ENSG00000206260,ENSMUSG00000090470,729627,71979
PRR23A,Prr23a1,ENSG00000206260,ENSMUSG00000091080,729627,623166
PRR23A,Prr23a2,ENSG00000206260,ENSMUSG00000063058,729627,623186
PRR23B,7420426K07Rik,ENSG00000184814,ENSMUSG00000074123,389151,546157
PRR23B,Prr23a2,ENSG00000184814,ENSMUSG00000063058,389151,623186
PRR23B,Prr23a1,ENSG00000184814,ENSMUSG00000091080,389151,623166
PRR23B,Prr23a3,ENSG00000184814,ENSMUSG00000090470,389151,71979
PRR23C,Prr23a3,ENSG00000233701,ENSMUSG00000090470,389152,71979
PRR23C,7420426K07Rik,ENSG00000233701,ENSMUSG00000074123,389152,546157
PRR23C,Prr23a2,ENSG00000233701,ENSMUSG00000063058,389152,623186
PRR23C,Prr23a1,ENSG00000233701,ENSMUSG00000091080,389152,623166
PRR27,Prr27,ENSG00000282868,ENSMUSG00000002240,401137,73779
PRR27,Prr27,ENSG00000187533,ENSMUSG00000002240,401137,73779
PRR29,Prr29,ENSG00000224383,ENSMUSG00000009210,92340,75573
PRR3,Prr3,ENSG00000206491,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000229202,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000204576,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000228186,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000233564,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000223887,ENSMUSG00000038500,80742,75210
PRR3,Prr3,ENSG00000223766,ENSMUSG00000038500,80742,75210
PRR30,Prr30,ENSG00000186143,ENSMUSG00000042888,339779,76627
PRR32,Prr32,ENSG00000183631,ENSMUSG00000037086,100130613,68800
PRR35,A930017K11Rik,ENSG00000161992,ENSMUSG00000025727,146325,100034748
PRR36,Prr36,ENSG00000183248,ENSMUSG00000064125,80164,73072
PRR5,Prr5,ENSG00000186654,ENSMUSG00000036106,55615,109270
PRR5-ARHGAP8,Arhgap8,ENSG00000248405,ENSMUSG00000078954,553158,73167
PRR5L,Prr5l,ENSG00000135362,ENSMUSG00000032841,79899,72446
PRR7,Prr7,ENSG00000131188,ENSMUSG00000034686,80758,432763
PRR9,Prr9,ENSG00000203783,ENSMUSG00000056270,574414,109314
PRRC1,Prrc1,ENSG00000164244,ENSMUSG00000024594,133619,73137
PRRC2A,Prrc2a,ENSG00000206427,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000204469,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000225748,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000231370,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000225164,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000226618,ENSMUSG00000024393,7916,53761
PRRC2A,Prrc2a,ENSG00000231825,ENSMUSG00000024393,7916,53761
PRRC2B,Prrc2b,ENSG00000288701,ENSMUSG00000039262,84726,227723
PRRC2C,Prrc2c,ENSG00000117523,ENSMUSG00000040225,23215,226562
PRRG1,Prrg1,ENSG00000130962,ENSMUSG00000047996,5638,546336
PRRG2,Prrg2,ENSG00000126460,ENSMUSG00000007837,5639,65116
PRRG3,Prrg3,ENSG00000130032,ENSMUSG00000033361,79057,208748
PRRG4,Prrg4,ENSG00000135378,ENSMUSG00000027171,79056,228413
PRRT1,Prrt1,ENSG00000225141,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000206331,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000225141,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000238056,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000238056,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000229488,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000204314,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000227122,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000235956,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000229488,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000229071,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000235956,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000227122,ENSMUSG00000015476,80863,260297
PRRT1,Prrt1,ENSG00000206331,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000229071,ENSMUSG00000015476,100507547,260297
PRRT1,Prrt1,ENSG00000204314,ENSMUSG00000015476,100507547,260297
PRRT1B,Gm13420,ENSG00000283526,ENSMUSG00000079497,642515,433415
PRRT2,Prrt2,ENSG00000167371,ENSMUSG00000045114,112476,69017
PRRT3,Prrt3,ENSG00000163704,ENSMUSG00000045009,285368,210673
PRRT4,Prrt4,ENSG00000224940,ENSMUSG00000079654,401399,101359
PRRX1,Prrx1,ENSG00000116132,ENSMUSG00000026586,5396,18933
PRRX2,Prrx2,ENSG00000167157,ENSMUSG00000039476,51450,20204
PRSS1,Gm10334,ENSG00000204983,ENSMUSG00000071517,5644,100040233
PRSS1,Prss3,ENSG00000274247,ENSMUSG00000071519,5644,22073
PRSS1,Prss2,ENSG00000274247,ENSMUSG00000057163,5644,22072
PRSS1,Gm5771,ENSG00000204983,ENSMUSG00000058119,5644,436523
PRSS1,Try5,ENSG00000274247,ENSMUSG00000036938,5644,103964
PRSS1,Gm5771,ENSG00000274247,ENSMUSG00000058119,5644,436523
PRSS1,Try10,ENSG00000204983,ENSMUSG00000071521,5644,436522
PRSS1,Try4,ENSG00000274247,ENSMUSG00000054106,5644,22074
PRSS1,Try4,ENSG00000204983,ENSMUSG00000054106,5644,22074
PRSS1,Try10,ENSG00000274247,ENSMUSG00000071521,5644,436522
PRSS1,Try5,ENSG00000204983,ENSMUSG00000036938,5644,103964
PRSS1,Prss1,ENSG00000204983,ENSMUSG00000062751,5644,114228
PRSS1,Prss3,ENSG00000204983,ENSMUSG00000071519,5644,22073
PRSS1,Gm10334,ENSG00000274247,ENSMUSG00000071517,5644,100040233
PRSS1,Prss1,ENSG00000274247,ENSMUSG00000062751,5644,114228
PRSS1,Prss2,ENSG00000204983,ENSMUSG00000057163,5644,22072
PRSS12,Prss12,ENSG00000164099,ENSMUSG00000027978,8492,19142
PRSS16,Prss16,ENSG00000112812,ENSMUSG00000006179,10279,54373
PRSS2,Try5,ENSG00000275896,ENSMUSG00000036938,5645,103964
PRSS2,Prss1,ENSG00000282049,ENSMUSG00000062751,5645,114228
PRSS2,Gm5771,ENSG00000275896,ENSMUSG00000058119,5645,436523
PRSS2,Prss3,ENSG00000275896,ENSMUSG00000071519,5645,22073
PRSS2,Try10,ENSG00000275896,ENSMUSG00000071521,5645,436522
PRSS2,Gm10334,ENSG00000275896,ENSMUSG00000071517,5645,100040233
PRSS2,Gm5771,ENSG00000282049,ENSMUSG00000058119,5645,436523
PRSS2,Prss3,ENSG00000282049,ENSMUSG00000071519,5645,22073
PRSS2,Prss2,ENSG00000275896,ENSMUSG00000057163,5645,22072
PRSS2,Try10,ENSG00000282049,ENSMUSG00000071521,5645,436522
PRSS2,Try5,ENSG00000282049,ENSMUSG00000036938,5645,103964
PRSS2,Try4,ENSG00000282049,ENSMUSG00000054106,5645,22074
PRSS2,Gm10334,ENSG00000282049,ENSMUSG00000071517,5645,100040233
PRSS2,Prss1,ENSG00000275896,ENSMUSG00000062751,5645,114228
PRSS2,Prss2,ENSG00000282049,ENSMUSG00000057163,5645,22072
PRSS2,Try4,ENSG00000275896,ENSMUSG00000054106,5645,22074
PRSS21,Prss21,ENSG00000282838,ENSMUSG00000024116,10942,57256
PRSS21,Prss21,ENSG00000007038,ENSMUSG00000024116,10942,57256
PRSS22,Prss22,ENSG00000005001,ENSMUSG00000045027,64063,70835
PRSS22,Prss22,ENSG00000282937,ENSMUSG00000045027,64063,70835
PRSS23,Prss23,ENSG00000150687,ENSMUSG00000039405,11098,76453
PRSS27,Prss27,ENSG00000172382,ENSMUSG00000050762,83886,213171
PRSS3,Gm5771,ENSG00000010438,ENSMUSG00000058119,5646,436523
PRSS3,Gm10334,ENSG00000010438,ENSMUSG00000071517,5646,100040233
PRSS3,Try10,ENSG00000010438,ENSMUSG00000071521,5646,436522
PRSS3,Try4,ENSG00000010438,ENSMUSG00000054106,5646,22074
PRSS3,Prss2,ENSG00000010438,ENSMUSG00000057163,5646,22072
PRSS3,Try5,ENSG00000010438,ENSMUSG00000036938,5646,103964
PRSS3,Prss3,ENSG00000010438,ENSMUSG00000071519,5646,22073
PRSS3,Prss1,ENSG00000010438,ENSMUSG00000062751,5646,114228
PRSS33,Prss33,ENSG00000103355,ENSMUSG00000049620,260429,353130
PRSS35,Prss35,ENSG00000146250,ENSMUSG00000033491,167681,244954
PRSS36,Prss36,ENSG00000178226,ENSMUSG00000070371,146547,77613
PRSS37,Prss37,ENSG00000165076,ENSMUSG00000029909,136242,67690
PRSS38,Prss38,ENSG00000185888,ENSMUSG00000049291,339501,216797
PRSS41,Prss41,ENSG00000215148,ENSMUSG00000024114,360226,71003
PRSS48,Prss48,ENSG00000189099,ENSMUSG00000049013,345062,368202
PRSS50,Prss50,ENSG00000283706,ENSMUSG00000048752,29122,235631
PRSS53,Prss53,ENSG00000151006,ENSMUSG00000044139,339105,330657
PRSS54,Prss54,ENSG00000103023,ENSMUSG00000048400,221191,70993
PRSS55,Prss55,ENSG00000184647,ENSMUSG00000034623,203074,71037
PRSS55,Prss55,ENSG00000285141,ENSMUSG00000034623,203074,71037
PRSS56,Prss56,ENSG00000237412,ENSMUSG00000036480,646960,69453
PRSS57,Prss57,ENSG00000185198,ENSMUSG00000020323,400668,73106
PRSS58,Prss58,ENSG00000276785,ENSMUSG00000051936,136541,232717
PRSS58,Prss58,ENSG00000258223,ENSMUSG00000051936,136541,232717
PRSS8,Prss8,ENSG00000052344,ENSMUSG00000030800,5652,76560
PRTG,Prtg,ENSG00000166450,ENSMUSG00000036030,283659,235472
PRTN3,Prtn3,ENSG00000277804,ENSMUSG00000057729,5657,19152
PRTN3,Prtn3,ENSG00000196415,ENSMUSG00000057729,5657,19152
PRUNE1,Prune1,ENSG00000143363,ENSMUSG00000015711,58497,229589
PRUNE2,Prune2,ENSG00000106772,ENSMUSG00000039126,158471,353211
PRX,Prx,ENSG00000105227,ENSMUSG00000053198,57716,19153
PRXL2A,Prxl2a,ENSG00000122378,ENSMUSG00000021792,84293,70564
PRXL2B,Prxl2b,ENSG00000157870,ENSMUSG00000029059,127281,66469
